N=1,N=2,N=10,N=100
-0.00413778,-31.3233,-6.38889,0.647763
-2.43894,-1.68046,-0.609838,-2.38726
5.56138,2.61515,-0.935857,1.29907
-0.690663,-0.425715,-0.391975,-0.0612937
-1.82023,-0.993689,1.01224,-4.03668
-42.2861,-20.6227,-10.9168,-5.71261
2.02676,2.46095,-0.990576,-0.0177107
2.35935,1.00132,2.25724,-4.52716
-0.271751,-0.834335,1.67872,-0.186446
-0.277379,1.87935,-4.4674,15.3353
0.437085,-0.548218,-2.78836e-05,2.27285
0.870225,-0.266547,-6.38998,-0.65653
2.70162,1.5111,0.776307,18.1767
3.23409,2.54898,1.49821,0.822461
-0.477905,-0.513477,-0.325337,-8.35793
0.678735,-4.12095,-1.74202,-0.229314
4.03042,1.47446,-1.97364,1.07759
-1.63886,-1.67638,0.694797,-3.11675
-1.19092,-0.326348,-0.207471,0.134057
4.31889,2.02712,1.48706,0.0089058
-0.336331,2.16738,-0.358876,-1.26653
-3.83741,-1.2535,51.7575,4.90852
0.249927,0.38669,-1.33509,-0.0282988
-0.366101,-0.764106,-0.373692,-1.5206
-1.19564,-1.35798,-2.32006,-1.28722
-1.05252,-0.592006,0.192839,-0.0956688
1.18093,0.534152,-0.510474,-0.588816
-9.68256,-5.88005,-0.674598,-19.4751
-5.36629,-5.00138,-1.43734,-0.121836
-4.96019,-2.76724,-1.92764,1.86282
-45.5582,-21.7988,-2.8692,4.5567
0.00582819,0.828298,-9.41503,-0.540576
-1.18575,-5.27775,-1.46744,0.0443072
0.235535,-0.36779,3.72867,2.58776
2.79379,1.47152,-2.65029,-0.944232
-0.590926,0.0571358,7.90554,-1.0191
-0.848291,-0.226414,2.44388,2.73828
4.00147,2.24297,1.54921,-0.687181
-4.70035,-3.08189,0.476713,-4.04774
-0.618364,-0.0314275,-0.196208,0.2702
-0.754497,-0.352259,0.202654,-0.300561
3.63047,2.36683,0.368154,-1.69654
0.0570916,0.0759051,-0.661799,0.176406
-1.20775,-0.304609,0.269153,0.652696
-0.684391,10.2699,12.4649,1.84563
-0.153851,-0.245686,0.348397,0.340312
2.39318,0.341175,-1.0146,-0.107619
-1.022,-0.660249,31.3801,-24.5581
3.39178,0.240094,-0.0307888,-5.68741
-1.09019,-0.524623,-0.434633,-0.712682
-0.21002,-0.0223913,0.866146,-1.782
0.699103,20.6821,5.86144,1.48381
-0.011993,0.738963,6.37527,1.45456
0.396737,-1.23991,-0.161377,-1.63648
-1.86828,-1.03759,1.26903,-1.04165
-2.38984,-3.93478,-0.112576,-0.0263541
-1.45511,-1.35104,1.23774,1.02899
6.53448,3.67552,2.01889,-0.270174
-0.508887,-0.183363,57.5523,5.58244
-0.570312,-6.58321,-2.61263,-0.712324
2.43714,0.389838,1.04425,-3.30171
-0.740702,0.319666,0.237807,267.17
-0.651333,-0.0102023,0.375885,-0.901369
0.585813,3.46416,0.746868,-3.38862
-0.452153,-0.0799467,0.17466,0.366677
3.09327,1.55773,-1.49451,-0.484786
0.624997,3.86997,-0.696062,0.706673
1.82473,1.51316,-0.124097,0.266227
-1.32885,-0.776985,-0.008866,-0.349192
-1.00777,-19.3508,-3.50805,2.19525
0.480827,0.153752,-5.34449,0.802186
1.83488,0.711549,0.428087,1.68247
-3.4448,-0.237,0.901004,2.77462
-2.77554,1.19812,2.02705,0.524907
5.22999,4.43494,1.68006,7.32029
-4.42465,-3.08882,-0.1913,-0.179815
-0.408142,0.456081,4.09507,0.465912
-0.282771,-2.17666,31.4224,2.70898
0.603075,1.85219,0.498324,-0.666502
-0.700243,0.140132,-1.70604,0.726133
0.77617,0.39208,2.26109,2.76479
-0.595677,0.702995,0.8985,0.274901
1.69678,1.83172,0.614586,2.23265
0.394285,-0.0970471,-0.359206,-1.24462
-1.10386,-0.418335,-1.32278,-0.290297
-0.190521,0.588506,-0.0925132,-5.6033
0.728843,0.43683,0.582531,4.36304
2.43886,0.952318,-2.55631,1.39561
-0.359925,-0.243601,-1.89534,0.586083
-0.574761,-0.237425,-0.0149673,-0.811441
4.08517,2.11628,-0.209086,-0.647943
3.35319,-0.785136,0.0899436,-0.107448
1.27764,-0.186419,0.54834,1.55155
0.059417,-0.187239,0.14152,-0.274562
-0.208582,1.06412,1.25173,-1.19619
-611.099,-305.339,13.0477,1.12532
-1.89608,-0.638846,0.986537,0.938435
-30.597,-16.0073,-2.76074,2.36138
-10.678,-5.08782,-1.62406,-2.05402
1.38811,0.241293,1.26859,-0.45209
1.6747,1.0814,-0.17429,-0.803808
-0.119988,0.206703,-0.0195421,20.0584
1.4166,4.66315,1.51987,2.96227
-0.916399,-1.69538,0.345613,-1.44831
1.63475,0.42084,1.02836,0.569054
-1.3194,-1.01112,-0.87498,1.41537
-1.36368,-0.502533,-12.1869,0.599148
1.01364,0.501119,-1.71162,4.40652
4.70925,1.1272,9.6886,1.81267
-4.17736,-1.43856,-0.593237,2.38807
3.63448,-2.88676,-1.14856,-0.141799
3.7366,3.06116,1.39396,3.88581
2.06608,0.411672,-1.05934,0.899486
-0.469731,0.107751,4.83039,-1.08882
-0.371307,-1.90459,-0.0492953,-1.65891
-0.117059,0.0833746,-0.0404182,39.4895
2.55679,2.06484,13.1158,1.68524
1.32314,-1.086,-0.829347,-3.64197
-1.99298,1.92626,0.506843,-0.478299
-0.235709,-0.165456,-0.465232,0.926522
-4.5617,0.326255,-0.450369,16.136
3.10203,1.55778,1.51673,0.826804
0.893326,1.10767,-0.791981,0.52378
-4.19113,-2.38964,-6.15407,-2.27926
-0.131167,0.472408,-0.305839,-0.805446
0.325246,-0.266135,0.0655145,1.75366
-0.265569,0.0653402,-4.55606,-1.35074
-6.20038,-2.86879,-2.68515,0.0469818
-0.823584,-0.5056,0.39778,0.414038
-0.249712,8.7242,1.2507,0.673738
0.100082,0.567411,-7.65001,0.348821
2.47899,0.663038,-0.669894,1.47602
0.570211,-0.315885,0.216051,-3.60731
-1.34615,-4.45791,-3.34907,-0.0920411
0.205721,-0.00660211,1.58317,1.26388
-0.196676,-0.243968,-0.967043,-1.32856
1.8277,0.676495,36.385,2.4168
0.43743,-3.83527,-0.338074,6.04877
1.6667,-1.38698,1.40434,1.01031
0.153871,-0.242292,0.470977,-0.837042
-0.635568,0.57564,0.261403,-0.0374965
0.0103664,2.1203,0.708937,3.28874
3.41936,1.76749,-7.42914,-1.5357
-1.02108,0.524246,1.40411,0.146552
-5.73373,-3.15005,-0.492447,0.877983
-4.53816,-1.95957,0.186614,4.88189
0.541547,-1.90204,-4.8639,0.630532
3.24578,-0.296884,-1.94689,-2.365
-4.88064,-2.53785,-1.72546,-2.11298
-0.628528,-0.316475,-0.588889,0.0199675
5.85852,1.92653,0.631493,0.120637
1.29488,0.478285,5.89148,0.317471
0.0503526,0.118724,-0.135489,-1.2434
0.341725,-0.46805,0.476939,-0.288178
6.31059,6.40814,1.69494,0.278217
-1.47443,-0.919364,0.462813,-0.0857626
1.09248,0.628316,0.565225,-0.674925
-0.299166,1.13397,0.74917,0.852314
-1.4843,-0.247101,-0.212236,0.34153
0.768963,0.675159,1.27266,0.135664
-0.599613,-0.307079,-0.477187,2.69628
0.748155,0.0727256,-0.0724814,4.36487
-4.6431,-1.50122,-6.49426,-0.70385
2.42941,1.30091,0.510128,-0.714683
-0.685169,-0.154346,0.259544,-2.67323
0.824319,0.548224,-0.205599,-2.26055
-1.76444,-1.34122,-19.9488,-2.52187
0.529987,7.97751,3.11904,-2.5634
-1.1216,0.261598,-1.83499,2.18145
-0.0888638,2.79775,1.24928,-1.38078
-133.229,-67.1171,-12.4377,-0.964487
50.6203,25.2038,5.0903,1.2898
1.48495,1.99922,-1.08719,-10.6027
13.4636,7.00263,2.49039,1.40988
0.173757,-0.795637,-0.0241433,-12.4339
-20.0408,-10.3259,4.84517,0.247176
0.421741,0.325866,0.746617,-3.33278
-0.115288,1.67691,0.24439,0.166257
-1.24217,-1.46267,-1.1223,-2.31218
20.8902,10.6105,0.39859,0.222308
-1.33466,-12.6851,-1.09935,5.36695
-0.0463272,-0.862533,-0.993151,-0.195409
-0.0355451,0.0199936,-0.128653,1.02966
0.496442,6.03013,1.76096,-0.113832
-0.0177305,-0.143161,-0.216091,0.0169847
-0.841709,-0.402385,-0.0349043,0.204522
-2.35311,-1.45873,0.303625,0.137486
-4.13207,-1.89772,0.431594,0.508106
-1.08251,-0.716738,-0.554794,-1.24849
-1.05959,-24.7204,-4.51621,-0.337192
14.846,-0.266626,-0.290831,0.24784
0.453337,0.420988,0.334092,-1.91536
-1.25165,-1.21537,-0.738163,-0.984259
3.60998,2.5107,0.472043,-1.9151
-0.960627,-1.55842,11.315,1.49762
-1.60535,-1.24968,-0.0584397,-0.592303
2.2667,-0.502632,-0.206586,-0.94984
-0.731002,6.99316,-0.039068,-9.38657
0.0286166,1.27935,1.81056,-2.70645
-3.5268,-3.05868,-0.860623,3.31591
-0.790475,0.111971,-4.35931,0.56108
3.53924,2.31653,-0.157118,0.400423
-126.473,-61.59,-12.5751,-0.460665
-0.688688,-1.91749,-0.104271,0.524648
-5.61951,-2.67813,-0.233189,-0.582242
-0.241994,-0.568447,0.79352,9.00911
1.15324,1.13792,4.91231,0.525044
4.94482,3.08569,5.52267,1.4623
5.88996,3.04363,-0.203244,1.58418
-0.951387,-0.93318,-0.0921441,0.11561
-3.59311,-1.54657,-0.67553,1.22223
0.120698,0.49749,-2.03982,-4.93332
7.11747,1.7445,-3.66677,-0.121882
-32.6426,-17.109,-4.81244,-0.20611
0.169513,0.295491,-1.36742,-1.18006
1.15397,0.0764397,4.3271,-1.07023
0.624015,-0.955098,-1.2937,3.98474
-4.82413,-1.34796,1.68123,-4.01357
0.434195,-0.346647,-0.453125,-0.522941
-0.125602,-0.133493,-2.66948,4.44356
0.00546751,0.319366,-0.959028,-1.63095
-0.879834,-1.03126,1.53782,-3.59599
1.06862,0.46357,0.324294,0.588104
0.742797,2.32822,1.851,0.63451
0.429204,-1.37499,-0.254925,-0.31121
-9.79434,-5.04652,-0.614621,0.579221
2.80303,-9.22048,-1.73255,-1.53073
-1.56885,0.0766065,-8.43872,-1.08854
-0.324989,-3.07605,-2.12989,-1.14653
0.780753,0.398941,-1.50655,-2.60107
0.354963,-4.11495,2.30881,0.200562
-1.13728,4.25566,0.406695,1.25762
4.17863,3.20319,7.68202,0.407345
0.599016,0.288392,0.111355,0.498543
0.466145,2.26408,0.656089,0.556996
1.77208,0.618943,-2.47197,-0.265929
0.0371304,8.56955,0.402039,-1.44088
2.25103,1.04905,-23.7301,2.35955
5.99318,3.18038,0.113311,0.634619
-1.96642,0.855412,12.1745,1.34698
2.44879,0.472467,0.183177,-0.025345
-0.676012,-0.00455986,18.2633,8.75231
-1.48977,3.61862,1.75287,-0.55688
0.450092,-0.830382,-0.623179,0.92428
0.468612,0.201792,0.857129,-0.684788
-0.645389,0.614587,-0.0783343,-0.385718
0.939198,0.462001,-0.293833,-4.0286
-0.0451149,0.633471,-0.596891,0.980327
-3.50142,-3.35931,0.503134,3.17313
2.27775,1.33626,1.38844,0.242837
-4.26838,-2.84811,-0.626211,1.10609
-0.274187,0.86987,-4.61832,2.92325
0.77082,0.677757,1.33034,1.19637
12.3547,5.38548,2.35721,-8.24165
0.675874,0.567775,-2.12856,-0.0855495
-0.216517,0.857839,0.17877,-0.929372
-0.0985611,9.7077,5.03125,5.52772
-0.310917,1.01502,8.46346,1.2021
-0.416427,-1.32739,2.65107,-0.645316
0.915289,0.409284,17.9307,0.132842
-0.502786,-0.557583,-0.864386,-4.83513
0.4757,-0.0201321,1.02437,-0.484468
-26.5776,-14.4038,-2.69603,4.66619
-0.590628,0.633135,0.805494,0.939623
-2.2591,0.0395357,-1.02558,1.81473
-0.187441,0.246006,0.192301,-0.165767
0.688602,0.534486,-0.20596,2.85847
-0.0445614,-0.420993,-0.764419,0.572825
2.62049,0.155342,-0.255363,-0.399707
1.96585,1.20974,5.74451,-1.03867
-0.458353,0.089794,-0.283751,-1.20233
0.564048,2.03168,-0.260611,-0.118332
-1.30704,0.630361,-0.477081,-5.94075
-5.08574,-2.50659,-0.283449,2.24153
1.12551,-1.12489,0.828005,0.870665
-21.8195,-8.70462,-2.9776,-0.36423
0.660288,0.513452,1.08154,18.0806
9.77847,0.725892,4.0885,-1.79432
3.32949,6.70272,1.52772,-0.421968
-3.98354,18.2952,2.17953,3.26663
0.115572,1.69891,1.72941,2.94049
1.1938,0.38818,-2.90058,0.165728
1.07285,0.33216,0.391178,-1.95033
1.29896,0.564528,0.192045,-3.67715
14.0555,7.65568,1.88775,-2.07581
0.244844,1.76636,-0.452112,-0.470855
0.118686,-5.17607,-3.0587,-0.360754
-0.233644,0.719326,0.181473,2.3174
-0.844904,-0.479138,0.667699,-0.449748
-1.64912,6.11286,4.05147,-0.754797
-1.84183,-0.00902239,-0.31175,-1.74533
0.268705,0.0828624,0.619889,1.2103
60.1357,30.0505,7.39785,-1.28148
-2.29076,0.441766,1.74949,-2.18673
-1.02122,-0.464047,-0.745353,5.32693
1.74796,0.937891,1.75435,0.293768
-0.321427,0.383352,4.16594,0.0347798
-0.632489,0.336133,5.98034,2.0889
-0.509518,-3.73522,-0.965635,1.65808
-1.78817,-0.997527,0.0595006,-0.88983
0.199806,-0.0482928,0.0314479,-0.687925
2.64144,0.922036,2.3875,-3.78915
0.476443,31.635,5.86018,-0.114549
1.28529,1.19933,0.0290885,1.90507
-3.23479,1.52623,-1.91262,0.0603612
10.4652,6.02014,1.27802,1.1554
1.8586,1.76654,1.1066,2.26891
0.0866193,1.74288,0.536054,-0.904506
-4.61038,-1.5843,-0.268458,-0.00411066
-3.35635,-1.66795,-0.938861,-0.0811549
0.360472,-469.64,-89.5587,-8.67917
-0.957601,-0.680479,0.852738,0.295129
-5.71254,-2.76837,-9.03195,-0.493837
0.0425398,-0.508861,0.170295,-3.36234
-2.4098,-0.364668,0.280535,-1.41194
0.546554,2.75034,2.48728,-0.621338
1.67438,3.65129,1.4826,-0.381939
-0.0520412,-1.15309,1.07261,-0.33364
-2.21579,-1.49513,-4.83902,0.954109
1.53049,1.28557,-0.79119,-0.740005
0.63209,-0.731702,4.5563,-0.223829
0.843229,1.55273,-1.55448,-2.04031
-1.57649,-0.84944,1.9436,-0.950116
1.30064,0.645328,-1.11699,0.130223
2.19301,0.360153,0.402349,-1.05637
-23.8079,-13.6235,-2.69455,-3.80512
-0.966669,0.499947,2.36225,-5.43625
1.57419,1.04508,0.842479,-0.662381
-1.75669,-1.96065,1.37501,0.0143197
-0.952893,-0.597154,0.190168,-0.131417
0.494795,-0.0425551,-0.129618,-0.196182
-1.29762,-13.5057,-9.76656,-1.93138
-5.15688,-1.68725,-1.25175,0.36033
2.59595,0.702657,-2.61884,1.21782
-1.59131,1.23402,27.7072,3.60754
0.261418,0.297802,-0.839139,-0.172704
-0.0111021,1.18464,0.447599,-0.122981
6.25327,3.36942,1.05702,0.743545
0.431354,-1.19475,-7.19393,0.494439
0.220447,2.46529,7.88868,-0.0203024
0.948674,0.649689,2.64548,0.543386
1.75265,0.0634127,-2.0516,0.0470243
0.121712,5.3279,0.794074,-0.364993
0.252325,2.40291,-0.0410832,0.258087
-0.553765,0.450935,-0.386522,-2.5927
2.12262,0.286394,0.459196,0.633066
-1.8164,-0.124792,0.791815,-0.168368
0.966478,0.305134,-1.00565,0.32804
0.416915,1.20025,0.35189,-1.24711
0.840772,0.581282,-1.32827,-1.343
1.41232,0.828661,3.36837,2.2565
0.665693,-0.0171099,0.281846,1.28951
1.62333,4.4377,1.33363,-1.558
-2.78088,-1.62612,0.138839,4.28378
-0.728237,-0.173577,-2.08774,0.000693953
-1.44975,1.25997,-2.71781,-0.195531
-1.42818,-0.797916,-4.83542,2.38058
-0.503437,0.0423589,-1.11152,0.566042
1.73849,0.519367,0.837784,-5.68934
-0.214521,1.10125,0.755148,-0.328081
-1.07515,-0.530695,-0.0906242,1.27735
-0.0482971,0.379876,1.43644,-1.26092
2.96832,6.63997,2.08059,1.61416
1.8655,0.46259,-0.0680164,-1.10901
-0.154536,-0.254843,-0.00540535,-0.478316
0.311698,2.4517,-0.323,0.205853
0.266409,0.12385,-2.69457,-2.18852
-0.87283,5.68959,2.90847,-0.271051
0.352294,0.387928,-0.10261,0.66365
1.47526,0.559583,-6.58314,-9.49378
32.2607,15.8004,3.61948,0.762843
0.0588107,-0.63614,-5.22296,0.692226
-3.82536,-3.69462,-1.22282,-0.383833
1.27326,0.582217,-0.389682,-1.21633
6.80902,33.7079,4.38428,7.59054
2.75856,1.21107,-0.76784,0.462444
-1.55344,-0.777994,0.434315,-0.357017
-2.90907,-1.77058,7.53176,3.59743
2.16652,0.0300771,0.0747818,-2.01017
2.23283,1.20365,1.72199,0.0425705
-30.6189,-15.6133,-4.35976,-0.601439
-0.400074,-0.423667,-0.445275,-3.4895
1.35951,1.78798,0.498027,-0.31245
0.0837648,-0.483322,-0.248846,0.0261707
1.54242,0.765368,0.519073,-0.451924
0.0133056,-0.470557,0.671683,-0.472709
0.931005,0.511865,7.4983,0.659408
1.5919,-0.580814,0.43269,0.0928094
-0.470418,4.66627,-1.42418,0.0470296
2.43774,1.29814,-2.63663,0.365389
-4.60408,662.703,125.232,22.7509
-0.603439,-0.597555,0.281225,2.28567
-0.971012,-0.323016,0.166104,3.63026
7.09916,3.72913,-1.08029,-0.0294162
-2.18036,-2.2431,-0.885632,0.159764
0.306922,0.664722,-4.05831,-2.30717
1.40909,0.366583,-4.78994,2.16492
-5.98592,-1.74416,-0.767143,8.27487
-2.70605,-0.967122,0.192254,0.135589
0.771751,-0.373505,3.39395,0.304995
-0.710091,19.2771,3.71499,-0.648133
0.692094,-1.1845,-0.551614,-0.248439
2.21438,1.25489,1.67108,8.65592
-1.60796,-0.660738,-0.74754,-9.01532
-0.639664,-1.20272,-0.671384,1.42468
-0.224156,0.0566161,-9.95803,-1.84595
-2.40235,-1.72202,-3.09568,-0.07534
1.06747,0.688696,0.76087,0.182871
3.63891,2.76392,0.0769827,-0.167601
-0.0650856,-0.540804,-0.171541,-4.38222
0.577662,0.175805,-1.56828,0.199379
-0.422445,-1.09558,0.696643,2.49568
-0.547828,-0.0962375,-1.60023,1.69564
-9.58585,-5.94419,-1.72786,-1.22523
0.938543,0.00316892,-0.171895,-0.473852
0.53426,0.72591,-1.09182,-0.167005
-1.83304,-1.25464,-0.11119,1.96939
0.418952,0.490225,-0.187809,0.480442
0.0511248,-0.239098,-0.448559,-3.12209
-0.49171,0.264558,0.326258,2.36616
-0.681281,-0.406267,7.68825,0.882993
-0.248783,-1.58117,1.04324,-0.29561
1.14929,0.0546472,0.981724,-0.65248
-3.01838,-0.3779,0.122004,0.932497
-3.04498,-1.15783,5.79598,-7.77605
1.23828,-0.199213,-2.30898,-0.775127
0.193144,12.6657,2.54088,-0.824485
0.951053,0.879966,0.491157,0.873835
0.406988,0.064902,0.621335,10.0525
63.0832,32.3269,6.51886,-0.516406
-2.68345,-0.317341,0.875654,-1.67178
1.35381,0.841405,-16.0571,-2.18028
0.230027,1.20884,-0.420253,-0.0871274
0.0184485,0.562873,-0.00898258,-0.503256
0.78429,-0.523324,-0.874823,0.331891
-1.34303,1.38698,-1.78355,-4.44716
15.8085,9.67701,1.81592,-0.0741907
0.197365,2.55919,0.697307,0.543154
1.14482,0.0663098,0.344554,0.477676
4.28347,2.60545,-1.24098,1.9648
1.83395,1.44466,1.47642,0.0617023
0.287406,-0.134595,0.0292335,1.07335
2.6403,1.27361,2.30465,-2.06461
0.265122,-0.34937,-2.68219,1.61769
-2.36105,-0.877163,0.467209,5.50569
-1.38686,-0.636977,-3.88095,2.73117
-5.47587,-3.07472,13.73,1.76589
0.591416,0.602737,-2.63949,-1.5356
-1.51817,-1.35347,-1.40303,1.43935
-1.53354,-1.15464,-4.38493,-0.327158
2.71385,1.25583,0.733118,0.290907
0.140138,-0.789124,0.092663,0.0933785
-59.893,-27.3588,-8.00683,14.0327
-0.439535,-0.246413,-0.664874,-0.633706
4.17762,3.22924,1.36406,-2.40577
0.924796,0.272491,1.70844,-1.29203
-0.478789,2.12433,0.936726,-0.166351
0.635625,2.27003,2.50698,9.58065
7.31566,-3.9981,-1.22049,0.349887
1.00434,0.207706,-50.801,5.0676
-0.79025,-0.540538,-1.57713,12.0408
-0.647171,-1.66356,1.55463,-0.183757
-0.139662,0.703533,-0.00849833,-0.0975384
4.55221,6.17822,0.426774,1.52807
6.88249,3.55178,1.60192,-0.361396
-0.448945,0.0302462,-1.59023,-0.53871
5.45838,2.93388,-1.53928,-0.314674
0.172299,-0.193002,-0.538746,-0.614479
-0.625103,0.901623,1.56931,0.235305
0.985765,-0.0345442,-0.456934,0.363118
-0.0237475,-0.630779,1.146,0.632394
0.854941,0.882513,0.669022,1.18819
0.62282,-0.59493,-0.527205,-1.59424
2.09039,-1.38034,-0.771714,1.83573
-2.09704,-1.0225,-0.606592,1.69871
-1.22211,-0.634857,0.537418,0.85822
-0.0809294,0.0268716,0.461412,-0.401742
1.0668,0.511294,0.80872,-0.139942
-0.247813,-0.449664,-0.699022,-0.413199
2.36507,7.72642,0.661915,2.92961
0.00644022,0.240144,1.20217,-5.14649
-0.678463,0.25245,0.471417,-1.76851
1.21681,1.02385,-2.28947,-1.1761
0.544609,0.464725,-0.506968,0.029519
2.12035,-1.81632,-0.272856,-5.75681
-4.40332,-0.261026,0.00243468,-0.0230901
-2.78364,-1.3336,-0.944958,-7.25419
-9.07337,-5.64598,-1.22339,-2.3267
0.915264,0.604598,-154.917,-14.8991
-0.359719,-1.59673,-2.48516,-0.370752
-2.02226,-1.30267,-1.79725,1.03276
0.779939,-2.80747,-4.72689,-0.0594828
-0.0527721,-0.666237,-0.0869315,-2.28411
0.00866648,-4.26825,-0.972473,0.876205
11.4008,5.51972,0.848912,-1.09265
-0.210054,0.220443,-0.483176,1.18789
15.9785,7.19166,1.40833,0.0556034
-9.96012,-4.82818,-0.721651,0.812363
-0.467421,-0.619735,0.508742,-2.69483
3.81218,1.99602,0.755893,-4.86813
1.15371,0.375324,0.641812,-1.92771
0.990509,-3.27393,-1.17697,1.35888
-1.27833,-0.905038,-0.698502,-0.126039
0.0924459,0.0646371,0.399458,2.51401
26.7748,13.004,0.640896,5.26894
8.45569,3.87916,4.46721,3.4304
1.51164,0.91273,0.375447,0.8409
1.90964,0.846929,16.3077,-0.541522
0.0383736,0.176366,-0.292884,-0.402689
-0.292269,-0.214172,-0.565274,0.173036
-1.48871,-0.503338,-13.4385,-1.05043
0.809577,1.88327,-1.5588,0.151372
-0.246326,1.06222,-1.72209,-2.40256
-326.995,-106.784,-21.8025,-2.21316
-1.09541,4.75128,0.492022,3.05422
3.80686,2.10031,-4.51671,-253.177
-1.64836,-1.00867,-4.58076,1.00457
-0.697892,-3.37951,0.153228,1.49077
6.12283,0.281912,-2.664,1.52029
-6.10146,-6.75872,-2.26816,-0.360624
0.0427776,-0.0722109,0.607548,5.24509
-2.29894,-3.60449,-0.891515,-0.451575
-0.255709,3.48043,1.24296,0.351008
1.16644,2.31512,-5.22371,-0.103096
0.494359,-0.266332,-1.18531,0.172824
-5.07829,-4.17916,-1.86854,-0.45127
2.91812,1.6044,0.166018,0.713979
96.2524,47.4177,9.19451,0.152661
0.351274,0.933891,1.91395,-0.0198408
-0.527362,-0.553936,-1.40974,-4.53577
0.327152,0.128468,-1.02205,-0.230505
-1.8663,-1.541,0.902552,-0.0831119
-0.450662,0.671156,-1.05567,1.87803
8.34183,6.04052,21.5685,-1.18478
0.360043,-0.979123,-0.965968,2.05205
-1.47169,-1.05442,0.086323,24.2301
0.413762,-5.79951,-0.634269,0.14943
-0.880955,-0.159113,2.47726,3.99218
-0.103499,0.796241,0.84659,1.3207
-0.661814,1.62256,-1.67285,0.11107
1.80392,2.28815,1.46966,10.5841
-3.69836,-1.11441,-2.08295,0.0212938
1.63944,-3.36385,-4.78056,0.262353
-1.06723,-0.788998,0.334739,-2.6403
-0.294938,-0.24704,0.258136,0.0725627
0.164908,-0.125003,2.02791,-0.261572
1.79648,-0.307035,2.03508,-1.94213
4.69846,1.88625,0.249903,-2.75626
0.233894,0.683638,1.83634,0.0824292
0.740588,-0.197666,-0.563998,-3.03875
0.132312,0.411814,2.25681,0.234161
0.127417,-10.7265,-2.2255,-1.26005
12.4922,2.43979,0.259863,0.855987
-11.1033,-5.56554,6.41864,0.906259
14.4915,6.42846,1.56475,2.55726
0.299706,1.11861,-2.23603,0.0545167
-0.340015,0.397673,0.470778,-0.191528
10.2203,4.81578,0.643038,-0.0285902
-0.756763,5.18223,0.752574,-1.30643
-2.68564,-1.91856,-2.2529,-0.594558
0.54334,5.40792,0.799978,-15.4706
0.577751,1.00516,4.19199,0.71663
0.197958,0.922792,-0.0250648,0.967624
0.930402,-0.276479,0.615969,-2.1361
-1.59872,-2.73458,0.89461,10.3383
2.11912,1.81809,1.36937,-2.02461
0.214164,0.429771,-1.47921,-1.5949
-0.0915636,-3.31648,-1.74093,0.045652
-1.77985,-1.65675,0.435755,-0.222656
-0.846566,0.141962,0.0948259,1.93012
-0.760594,0.0866565,-1.91006,-0.316472
-1.51481,-1.06752,0.659881,-1.08495
