N=1,N=2,N=10,N=100
0.215513,0.360294,0.7119,0.525193
0.864656,0.491473,0.556461,0.515318
0.419047,0.211698,0.503218,0.484566
0.508917,0.496571,0.442483,0.512495
0.689675,0.83835,0.661519,0.541393
0.926638,0.521926,0.531108,0.53934
0.210172,0.584513,0.61587,0.552257
0.233965,0.596315,0.553532,0.499784
0.273883,0.608429,0.672587,0.546537
0.963943,0.96566,0.66793,0.538126
0.350913,0.406034,0.448085,0.500881
0.660104,0.633777,0.56104,0.505975
0.831023,0.463684,0.591471,0.48797
0.760495,0.735195,0.630642,0.513276
0.969079,0.964565,0.519607,0.498119
0.199361,0.561218,0.461892,0.478221
0.345949,0.235207,0.536581,0.518023
0.659508,0.759617,0.397187,0.438475
0.882409,0.755202,0.533771,0.503976
0.851754,0.802543,0.760969,0.466447
0.105689,0.0649784,0.365878,0.459804
0.578742,0.766502,0.63759,0.53239
0.967924,0.793185,0.572527,0.516432
0.658717,0.792423,0.612064,0.501823
0.0528662,0.286962,0.364269,0.482914
0.0407748,0.293079,0.370281,0.489469
0.481843,0.465089,0.516028,0.470997
0.636393,0.549349,0.416948,0.525664
0.242029,0.525735,0.410235,0.461232
0.522977,0.286014,0.306251,0.457651
0.00974527,0.0272318,0.346157,0.494082
0.243459,0.141999,0.491967,0.454761
0.828568,0.622025,0.58109,0.484939
0.931875,0.649206,0.590433,0.502438
0.22667,0.360679,0.593359,0.526856
0.9382,0.908289,0.61155,0.508778
0.519917,0.494518,0.456237,0.444461
0.506586,0.598939,0.649671,0.514652
0.146839,0.092209,0.486161,0.484837
0.879487,0.786482,0.537981,0.499579
0.918725,0.547326,0.477797,0.505032
0.956034,0.685791,0.556655,0.519175
0.0426909,0.190622,0.362756,0.455072
0.326382,0.617742,0.446843,0.485332
0.687673,0.732487,0.527982,0.577688
0.134596,0.34267,0.519205,0.520183
0.712918,0.647769,0.604015,0.422844
0.791019,0.779485,0.35748,0.439765
0.965647,0.876861,0.482602,0.50637
0.0609061,0.318336,0.604258,0.523354
0.279183,0.353669,0.547315,0.534734
0.499488,0.508926,0.677864,0.567151
0.964931,0.882812,0.700054,0.502695
0.584476,0.355807,0.505963,0.50423
0.191218,0.275093,0.240552,0.449384
0.215374,0.276185,0.473246,0.477725
0.17912,0.412041,0.405198,0.48868
0.504837,0.475011,0.467228,0.468154
0.619976,0.546992,0.395717,0.535252
0.980664,0.566322,0.567959,0.467998
0.131445,0.16195,0.427476,0.522514
0.447876,0.719051,0.564121,0.568979
0.918539,0.58614,0.501395,0.516223
0.828694,0.429691,0.389748,0.477099
0.0931803,0.343911,0.55265,0.462736
0.304071,0.223485,0.462479,0.451786
0.330458,0.33637,0.453596,0.462969
0.0238348,0.159972,0.26601,0.468548
0.701837,0.472811,0.447546,0.531056
0.533296,0.467966,0.356113,0.450167
0.625219,0.754776,0.56425,0.473501
0.882596,0.459272,0.481305,0.46208
0.908827,0.577252,0.517163,0.523234
0.140893,0.569633,0.49598,0.456759
0.840523,0.648258,0.506776,0.475468
0.730838,0.449653,0.60553,0.519355
0.186273,0.439787,0.553538,0.536175
0.629698,0.47763,0.419696,0.503563
0.811056,0.469781,0.458083,0.493629
0.0517769,0.390477,0.602118,0.482448
0.422672,0.476548,0.535726,0.554717
0.732705,0.428115,0.490763,0.474658
0.663457,0.683728,0.49638,0.537839
0.379482,0.460932,0.525637,0.491719
0.437081,0.365664,0.540286,0.489044
0.231056,0.51915,0.556892,0.482906
0.957154,0.809721,0.514171,0.464872
0.992536,0.96712,0.618179,0.507696
0.541528,0.533832,0.521633,0.521039
0.662048,0.764832,0.536792,0.541199
0.650759,0.75428,0.505817,0.51397
0.962553,0.833085,0.513894,0.477439
0.0813152,0.110408,0.52164,0.499052
0.22184,0.488054,0.4448,0.455838
0.573719,0.539704,0.489025,0.483316
0.612251,0.735141,0.561057,0.498739
0.382933,0.458413,0.367871,0.496785
0.667553,0.411258,0.462726,0.473637
0.582898,0.539537,0.419651,0.484934
0.937748,0.738899,0.571039,0.493883
0.0392393,0.391817,0.319796,0.444123
0.523442,0.304564,0.368292,0.491495
0.0837841,0.330008,0.459192,0.522438
0.0497857,0.298343,0.503557,0.498828
0.961613,0.688468,0.522395,0.529752
0.395836,0.550647,0.529538,0.459041
0.0960116,0.266807,0.45433,0.472709
0.188557,0.476348,0.497577,0.515175
0.128765,0.508063,0.326501,0.471505
0.701532,0.485737,0.47457,0.525698
0.542876,0.396583,0.487926,0.517898
0.366833,0.246007,0.557251,0.456498
0.461882,0.324515,0.435267,0.502816
0.614324,0.376114,0.446023,0.52313
0.944542,0.812527,0.560804,0.539513
0.196072,0.232141,0.602251,0.50277
0.755816,0.482099,0.636137,0.497935
0.534362,0.389482,0.449616,0.492854
0.194619,0.56343,0.463742,0.471512
0.950198,0.752377,0.491891,0.513259
0.0959772,0.484759,0.477678,0.460525
0.885024,0.920586,0.606177,0.473746
0.599805,0.725575,0.499007,0.470671
0.421742,0.51715,0.632393,0.514602
0.690639,0.627939,0.550675,0.501273
0.541996,0.630456,0.516502,0.496837
0.862273,0.746853,0.510838,0.534811
0.625021,0.348025,0.476692,0.51838
0.548337,0.582317,0.632837,0.52913
0.699229,0.558643,0.448443,0.497175
0.1845,0.172462,0.484227,0.486579
0.901061,0.773703,0.726139,0.506699
0.930044,0.538824,0.556507,0.544185
0.476489,0.667833,0.655578,0.506007
0.176213,0.361586,0.471398,0.458306
0.47893,0.363084,0.543489,0.52326
0.00581287,0.0243103,0.558745,0.509268
0.0731578,0.180212,0.336849,0.456807
0.743157,0.804398,0.405336,0.528298
0.0481923,0.154768,0.286534,0.451
0.645583,0.497249,0.473152,0.490273
0.772995,0.564945,0.346546,0.463451
0.637346,0.648799,0.659762,0.525295
0.397142,0.542364,0.471776,0.473194
0.773817,0.832837,0.722833,0.477924
0.604535,0.53616,0.564002,0.498127
0.848521,0.546231,0.414906,0.45342
0.671537,0.474993,0.477497,0.472361
0.217676,0.306879,0.573836,0.491876
0.961814,0.920802,0.43239,0.495613
0.516462,0.425972,0.488479,0.475142
0.308491,0.332338,0.39561,0.522289
0.478411,0.687823,0.508485,0.538295
0.99011,0.75574,0.475971,0.494653
0.543875,0.307263,0.491195,0.508549
0.200231,0.33364,0.441669,0.549296
0.35566,0.546328,0.477947,0.467338
0.0413817,0.473486,0.5052,0.456941
0.589524,0.758653,0.666233,0.515052
0.1424,0.340003,0.432399,0.496269
0.854333,0.891737,0.59343,0.519519
0.00410755,0.035928,0.519037,0.503165
0.621296,0.613942,0.47201,0.474426
0.121587,0.409379,0.440138,0.530931
0.303787,0.244821,0.415372,0.518255
0.812189,0.875419,0.513858,0.523421
0.708898,0.55408,0.567639,0.509438
0.496788,0.46362,0.533556,0.473478
0.118957,0.256192,0.50001,0.448078
0.937626,0.502628,0.608325,0.505447
0.235855,0.164423,0.360445,0.453999
0.629467,0.426964,0.514031,0.519677
0.133153,0.479728,0.362695,0.514428
0.171644,0.140506,0.293605,0.498359
0.210518,0.576689,0.57492,0.485508
0.0169173,0.195325,0.357043,0.474174
0.932192,0.910416,0.617325,0.483913
0.49896,0.743752,0.518301,0.486036
0.85575,0.805016,0.80249,0.461857
0.483603,0.295783,0.467989,0.520609
0.119567,0.39597,0.451284,0.470261
0.369872,0.263154,0.417479,0.493786
0.15699,0.385487,0.491458,0.514464
0.485174,0.595616,0.661767,0.50564
0.942325,0.531598,0.495248,0.499495
0.174872,0.514176,0.495156,0.509357
0.548377,0.428492,0.436523,0.48829
0.0798411,0.420285,0.375514,0.555576
0.207359,0.147308,0.447244,0.455211
0.226451,0.509167,0.469634,0.492431
0.416628,0.693311,0.427217,0.542586
0.62179,0.439715,0.523877,0.517563
0.917789,0.49711,0.410325,0.480057
0.0527978,0.112572,0.291054,0.449703
0.602341,0.794283,0.614669,0.533033
0.731336,0.682275,0.606188,0.49946
0.559121,0.7595,0.50325,0.513505
0.308081,0.378512,0.54053,0.473434
0.578438,0.64795,0.456042,0.528619
0.596497,0.535806,0.374914,0.465713
0.46488,0.458602,0.603535,0.497459
0.103984,0.430114,0.420263,0.473073
0.485402,0.270538,0.496038,0.519568
0.160673,0.0950936,0.37477,0.529684
0.19139,0.415333,0.382251,0.494141
0.0672006,0.239964,0.543993,0.527532
0.703029,0.535153,0.544836,0.501337
0.251127,0.215147,0.461849,0.424504
0.331405,0.337978,0.389942,0.505229
0.92757,0.671058,0.637159,0.498589
0.138358,0.498072,0.511839,0.476148
0.202938,0.129665,0.61217,0.535487
0.696264,0.661537,0.453052,0.504023
0.941532,0.637625,0.556164,0.51619
0.909471,0.903502,0.454609,0.487777
0.0331408,0.494059,0.528993,0.49101
0.296269,0.245238,0.540209,0.529008
0.955607,0.7452,0.536098,0.441466
0.604868,0.476176,0.602364,0.478569
0.719711,0.71242,0.458295,0.477086
0.0489625,0.0375644,0.457772,0.499101
0.414568,0.269316,0.376307,0.482581
0.798078,0.61117,0.513403,0.529962
0.640101,0.407785,0.621777,0.520057
0.645003,0.818202,0.633991,0.480155
0.11901,0.332203,0.473176,0.514783
0.997213,0.570309,0.525853,0.473509
0.724012,0.395098,0.576769,0.536294
0.501317,0.626251,0.451171,0.508543
0.0369936,0.136848,0.409505,0.507497
0.709144,0.794543,0.661091,0.512881
0.375078,0.516229,0.512418,0.482448
0.231222,0.484106,0.585206,0.503373
0.974451,0.61781,0.409852,0.471214
0.797989,0.441663,0.539232,0.497302
0.716173,0.696423,0.491531,0.514042
0.561202,0.526352,0.511861,0.521669
0.409049,0.368161,0.37122,0.475528
0.817602,0.75873,0.566051,0.46711
0.212996,0.581569,0.547446,0.485944
0.124028,0.143076,0.439178,0.442538
0.292188,0.201917,0.378455,0.487714
0.497745,0.398605,0.35072,0.468331
0.230656,0.115649,0.445307,0.544115
0.0579058,0.246949,0.625381,0.542569
0.123828,0.211348,0.413739,0.494091
0.0636334,0.289935,0.61372,0.484662
0.577915,0.417745,0.517118,0.518388
0.841346,0.77347,0.541652,0.474221
0.104833,0.178535,0.569556,0.505032
0.568551,0.669991,0.644325,0.493672
0.593799,0.317989,0.379955,0.48944
0.293435,0.523733,0.539158,0.465897
0.671512,0.700547,0.474485,0.509856
0.919202,0.889713,0.567013,0.545117
0.831251,0.911818,0.6467,0.526855
0.1692,0.459103,0.579695,0.443564
0.217055,0.38762,0.441228,0.546794
0.77351,0.600356,0.476197,0.442432
0.892512,0.491914,0.438688,0.50607
0.279758,0.557168,0.389338,0.516392
0.304543,0.493706,0.54621,0.488918
0.990536,0.931096,0.598628,0.49955
0.470935,0.717209,0.509627,0.486276
0.566925,0.338345,0.394457,0.486661
0.176224,0.338775,0.450168,0.513227
0.812206,0.766981,0.442873,0.449171
0.153896,0.378324,0.390172,0.477837
0.0619877,0.172521,0.399487,0.440264
0.863738,0.882231,0.56906,0.507226
0.456544,0.236598,0.195217,0.479575
0.0415081,0.118814,0.362536,0.467446
0.158315,0.475089,0.565818,0.523615
0.703989,0.806836,0.604705,0.508908
0.302085,0.518832,0.421384,0.466202
0.735813,0.471604,0.574495,0.509788
0.127498,0.401773,0.45118,0.497932
0.565334,0.472502,0.544513,0.483977
0.343165,0.578092,0.433437,0.513702
0.755152,0.569986,0.402178,0.466782
0.308713,0.651599,0.568908,0.483641
0.588796,0.599327,0.539674,0.496632
0.0957759,0.437377,0.481244,0.508351
0.928384,0.892545,0.471013,0.440812
0.900983,0.487402,0.426449,0.49576
0.748974,0.539267,0.471198,0.458927
0.633661,0.598562,0.627876,0.469798
0.823662,0.901403,0.544198,0.483002
0.788036,0.583232,0.602496,0.460253
0.0393435,0.495789,0.513169,0.495216
0.934356,0.719274,0.468316,0.501047
0.766429,0.433144,0.388077,0.484355
0.325447,0.308045,0.422118,0.490427
0.586634,0.550913,0.602586,0.492861
0.214846,0.155733,0.450853,0.452378
0.501352,0.7018,0.523799,0.543663
0.519736,0.555038,0.489264,0.519288
0.498972,0.358988,0.325175,0.459848
0.436541,0.480939,0.460542,0.464439
0.052844,0.273278,0.474625,0.502183
0.529137,0.726028,0.636012,0.522393
0.752477,0.866604,0.526548,0.54763
0.659247,0.587572,0.324089,0.45671
0.838902,0.870586,0.418271,0.434061
0.915698,0.480223,0.447946,0.506315
0.920995,0.917994,0.558066,0.508355
0.423823,0.484985,0.495561,0.479061
0.592913,0.369257,0.453653,0.505244
0.578414,0.356779,0.62503,0.507155
0.0536592,0.105307,0.366806,0.494292
0.843214,0.899666,0.582262,0.467831
0.148141,0.342326,0.491406,0.524524
0.797082,0.880506,0.63735,0.477191
0.504967,0.72314,0.438986,0.483486
0.581542,0.788538,0.470194,0.492472
0.639564,0.514246,0.477565,0.490552
0.316555,0.260109,0.435111,0.462521
0.0220598,0.186679,0.60624,0.486961
0.400953,0.374477,0.508428,0.48965
0.177764,0.483111,0.559775,0.537667
0.901095,0.788332,0.472249,0.514133
0.893888,0.77285,0.624101,0.504676
0.455894,0.313426,0.511808,0.511411
0.54955,0.570567,0.605395,0.524969
0.2885,0.553376,0.503054,0.507542
0.466958,0.543837,0.432084,0.514267
0.014512,0.102468,0.441322,0.484322
0.999994,0.658786,0.380894,0.453661
0.973704,0.570976,0.511151,0.47186
0.832342,0.812349,0.604727,0.519188
0.786877,0.838247,0.621551,0.476498
0.650585,0.373871,0.501898,0.501646
0.751531,0.446512,0.430236,0.51429
0.98864,0.508007,0.502986,0.474935
0.539688,0.435106,0.554534,0.528813
0.608174,0.475071,0.463256,0.46437
0.448286,0.676509,0.61594,0.505307
0.285582,0.304238,0.535332,0.516004
0.177179,0.412309,0.389466,0.453157
0.319402,0.309189,0.458528,0.430486
0.77189,0.698937,0.528182,0.491689
0.452953,0.365033,0.637954,0.500286
0.967887,0.859741,0.407557,0.456014
0.225301,0.189541,0.398237,0.461535
0.710216,0.801647,0.583401,0.5274
0.019543,0.0709566,0.283416,0.451971
0.096995,0.191441,0.481477,0.475379
0.270754,0.558858,0.436283,0.500273
0.40734,0.498345,0.53603,0.47368
0.426786,0.58378,0.427168,0.523628
0.223911,0.296357,0.468713,0.475417
0.323496,0.295494,0.413885,0.494632
0.947388,0.481473,0.548605,0.517707
0.6418,0.60911,0.401263,0.494157
0.224791,0.19569,0.398253,0.507678
0.0573555,0.522321,0.530425,0.476819
0.975652,0.761358,0.509856,0.505778
0.574495,0.716395,0.564672,0.53221
0.799686,0.816203,0.70995,0.49615
0.354411,0.277685,0.450575,0.495434
0.586685,0.601032,0.560184,0.53343
0.103455,0.075676,0.619566,0.509109
0.123997,0.488881,0.405945,0.446035
0.78076,0.407799,0.457076,0.47672
0.409041,0.356063,0.383881,0.462691
0.015264,0.470458,0.402937,0.462115
0.22393,0.282294,0.473524,0.479098
0.190578,0.53994,0.458546,0.47721
0.316371,0.328806,0.327472,0.501972
0.661974,0.446086,0.562936,0.521804
0.255642,0.280063,0.538795,0.49446
0.0131694,0.495842,0.561693,0.483076
0.694532,0.746421,0.603556,0.47918
0.641403,0.452992,0.429306,0.458867
0.367753,0.411788,0.510539,0.521074
0.277684,0.50464,0.41731,0.495676
0.694433,0.472056,0.539523,0.507916
0.304945,0.344182,0.587275,0.500694
0.326928,0.446818,0.573629,0.511232
0.930191,0.574756,0.549415,0.523954
0.400269,0.558551,0.530514,0.499117
0.397584,0.586363,0.464303,0.503768
0.5862,0.760239,0.491381,0.502732
0.4978,0.384089,0.576934,0.500414
0.342857,0.254049,0.456007,0.515046
0.634792,0.544047,0.339031,0.449076
0.975737,0.980455,0.676215,0.50303
0.65452,0.5479,0.437278,0.493799
0.287753,0.56889,0.519402,0.497189
0.521015,0.696047,0.481831,0.514849
0.695728,0.62773,0.588009,0.49823
0.743533,0.623747,0.521202,0.492613
0.727834,0.51315,0.469976,0.533282
0.21441,0.143709,0.436323,0.525544
0.791079,0.853078,0.619501,0.484796
0.810575,0.712864,0.52832,0.479173
0.010032,0.114224,0.266588,0.462356
0.742549,0.770273,0.45123,0.467017
0.787619,0.886868,0.528138,0.481314
0.203122,0.517343,0.552647,0.484155
0.525918,0.323796,0.542508,0.507772
0.373747,0.410727,0.57195,0.520257
0.669476,0.80652,0.573729,0.53698
0.290051,0.212513,0.407547,0.460121
0.895811,0.923603,0.630742,0.529212
0.448733,0.39154,0.401224,0.471969
0.877339,0.732667,0.421284,0.525825
0.356473,0.493864,0.399461,0.485804
0.576107,0.539343,0.509228,0.504398
0.477322,0.299641,0.438263,0.449396
0.507281,0.563163,0.56842,0.525547
0.22843,0.157919,0.459784,0.515857
0.819512,0.872119,0.625289,0.494861
0.804798,0.840015,0.60573,0.51096
0.389824,0.354301,0.456691,0.451134
0.682128,0.576413,0.444279,0.504664
0.417871,0.256784,0.358697,0.449114
0.65268,0.641308,0.573921,0.525248
0.228944,0.458628,0.426239,0.484728
0.192415,0.423156,0.509391,0.495185
0.157269,0.156569,0.282745,0.414381
0.838573,0.868797,0.591555,0.533287
0.480707,0.528728,0.573127,0.466962
0.0751704,0.512954,0.37484,0.481613
0.415114,0.703354,0.482685,0.500331
0.979779,0.504107,0.432518,0.501899
0.151202,0.49634,0.468729,0.494197
0.578308,0.611975,0.481867,0.547692
0.828858,0.892987,0.49092,0.482805
0.485357,0.651061,0.567956,0.504643
0.193488,0.136198,0.400564,0.530443
0.976074,0.578916,0.656517,0.505354
0.466075,0.544991,0.498313,0.470189
0.141328,0.227017,0.373085,0.465865
0.683216,0.823966,0.593928,0.506127
0.221326,0.196358,0.587314,0.525595
0.425562,0.636057,0.400999,0.520433
0.593708,0.399082,0.478084,0.484567
0.452634,0.597628,0.573725,0.484757
0.210484,0.551686,0.52673,0.491189
0.299161,0.616691,0.542069,0.482831
0.534047,0.624576,0.57247,0.52708
0.362644,0.631735,0.425849,0.498365
0.215846,0.326937,0.525791,0.513695
0.423983,0.320391,0.5075,0.497139
0.892184,0.655119,0.572297,0.47554
0.892619,0.733856,0.617508,0.474366
0.539937,0.356967,0.411229,0.463129
0.354728,0.574726,0.435708,0.513248
0.840875,0.863712,0.459589,0.469674
0.227647,0.472626,0.635852,0.488366
0.946603,0.815297,0.514528,0.477521
0.485783,0.623695,0.500103,0.521401
0.917015,0.754195,0.503352,0.528897
0.522905,0.546765,0.50429,0.468543
0.923518,0.887021,0.662253,0.498762
0.252789,0.470741,0.424012,0.450258
0.064111,0.512449,0.471558,0.511035
0.52484,0.504431,0.335871,0.467306
0.330808,0.288152,0.437031,0.514811
0.843364,0.751796,0.487356,0.472275
0.900715,0.458729,0.54347,0.493682
0.228854,0.422294,0.583095,0.546659
0.490458,0.490775,0.518564,0.52498
0.846666,0.747726,0.484441,0.4955
0.0194936,0.260485,0.431688,0.515702
0.753172,0.653701,0.543536,0.52169
0.271217,0.51339,0.514046,0.452913
0.771489,0.645559,0.692258,0.521843
0.621627,0.765063,0.423277,0.517355
0.108584,0.255309,0.480651,0.519485
0.223664,0.135812,0.387357,0.499228
0.862576,0.657864,0.508647,0.4826
0.291219,0.311652,0.349371,0.45616
0.0437507,0.201557,0.319151,0.498902
0.320134,0.398005,0.496412,0.504973
0.144836,0.109664,0.319715,0.498625
0.214413,0.381853,0.392616,0.47658
0.645757,0.496358,0.474308,0.520171
0.354192,0.242234,0.348042,0.530731
0.125157,0.102249,0.35587,0.482849
0.647894,0.448246,0.541828,0.516583
